case:concept:name;concept:team;concept:resources
case_4941;e3;re2, re16, re11, re9, re4
case_4942;e3;re11, re16
case_4943;e9;re11, re18, re2, re8, re1
case_4944;e9;re20, re5, re15, re6, re3
case_4945;e5;re4, re9, re13, re20, re12
case_4946;e4;re19, re16, re4, re3, re14
case_4947;e5;re10, re13
case_4948;e3;re6, re15, re14
case_4949;e8;re10, re9, re11, re1
case_4950;e9;re19, re17
case_4951;e2;re6, re1, re4, re16, re13
case_4952;e5;re15, re4
case_4953;e3;re2, re7
case_4954;e2;re1, re13, re17, re15, re18
case_4955;e7;re5, re7, re2, re19, re17
case_4956;e4;re10, re4, re19
case_4957;e2;re11, re16, re13, re14
case_4958;e3;re20, re19
case_4959;e7;re8, re12, re13
case_4960;e8;re14, re1, re4, re3
case_4961;e6;re11, re12, re2
case_4962;e5;re6, re8, re20, re18, re7
case_4963;e2;re19, re12
case_4964;e2;re8, re6, re11, re19
case_4965;e6;re18, re19, re16, re17, re20
case_4966;e6;re16, re18, re15, re11
case_4967;e1;re15, re6
case_4968;e5;re8, re16, re9, re12, re3
case_4969;e9;re11, re15, re19, re17
case_4970;e8;re5, re14, re6, re3, re13
case_4971;e1;re19, re15
case_4972;e6;re6, re16, re13
case_4973;e5;re8, re10, re9, re1
case_4974;e8;re5, re10, re15, re7, re17
case_4975;e7;re3, re14, re11
case_4976;e7;re8, re10
case_4977;e9;re6, re9, re20, re12, re14
case_4978;e3;re20, re5, re19, re4, re3
case_4979;e2;re19, re15, re8, re18
case_4980;e7;re12, re18
case_4981;e3;re18, re3, re10, re12, re8
case_4982;e9;re16, re7, re17, re5, re10
case_4983;e3;re1, re6
case_4984;e6;re14, re19, re20
case_4985;e8;re4, re19, re9, re11
case_4986;e5;re5, re15, re18, re14, re1
case_4987;e9;re5, re13, re8
case_4988;e6;re6, re20, re1
case_4989;e4;re12, re19, re1
case_4990;e5;re17, re6, re10, re13
case_4991;e8;re4, re19
case_4992;e3;re13, re5
case_4993;e8;re20, re10, re13, re16, re3
case_4994;e9;re16, re1
case_4995;e4;re17, re11, re13
case_4996;e7;re12, re18
case_4997;e9;re17, re5
case_4998;e8;re3, re2, re11
case_4999;e3;re5, re6, re20, re1
case_5000;e1;re20, re18, re4, re19, re8
case_5001;e2;re14, re10, re1, re6, re8
case_5002;e3;re5, re6, re14, re19, re4
case_5003;e8;re20, re18, re5
case_5004;e3;re10, re9, re5, re8, re18
case_5005;e6;re4, re19
case_5006;e9;re10, re7
case_5007;e5;re3, re20, re14, re1, re17
case_5008;e1;re18, re9, re20, re19
case_5009;e5;re10, re2, re20
case_5010;e1;re4, re10, re3, re19, re2
case_5011;e7;re15, re8, re16, re13
case_5012;e7;re20, re10, re5
case_5013;e1;re14, re11, re2
case_5014;e7;re12, re13, re5, re17
case_5015;e3;re12, re15, re19, re16, re14
case_5016;e4;re2, re14, re15, re17
case_5017;e9;re9, re10, re7, re12
case_5018;e4;re14, re10
case_5019;e5;re16, re2, re13, re8
case_5020;e9;re3, re8, re4
case_5021;e5;re6, re4, re14, re7
case_5022;e2;re12, re7, re15, re16
case_5023;e1;re18, re15, re10, re9
case_5024;e4;re13, re14
case_5025;e2;re15, re7, re6, re20, re16
case_5026;e4;re12, re16, re14
case_5027;e1;re18, re8, re9
case_5028;e5;re2, re10
case_5029;e1;re11, re14, re7, re4, re15
case_5030;e7;re7, re13, re4, re5, re14
case_5031;e9;re8, re2, re13
case_5032;e2;re12, re15, re6, re3
case_5033;e3;re19, re16, re18, re7, re2
case_5034;e6;re19, re6, re11, re20, re9
case_5035;e7;re14, re16, re20
case_5036;e7;re18, re1
case_5037;e6;re8, re9
case_5038;e8;re1, re8, re16, re6
case_5039;e6;re15, re11
case_5040;e8;re4, re1, re18, re14, re16
case_5041;e8;re12, re14, re10, re2
case_5042;e3;re13, re19
case_5043;e2;re14, re7
case_5044;e3;re16, re12, re11, re4, re15
case_5045;e7;re17, re6
case_5046;e4;re13, re15
case_5047;e6;re12, re16, re17
case_5048;e9;re11, re18, re3
case_5049;e9;re10, re6, re18, re7, re20
case_5050;e9;re13, re11, re15, re16, re10
case_5051;e4;re8, re14
case_5052;e9;re3, re13, re9
case_5053;e3;re8, re13, re4
case_5054;e7;re14, re10, re1, re12
case_5055;e7;re1, re14
case_5056;e7;re14, re2, re3
case_5057;e1;re17, re4, re6, re14, re9
case_5058;e3;re1, re11, re9
case_5059;e6;re10, re6, re14
case_5060;e3;re13, re8, re14, re19, re4
case_5061;e9;re12, re19
case_5062;e6;re8, re5, re12
case_5063;e9;re7, re12, re15, re11
case_5064;e3;re1, re13
case_5065;e4;re19, re12
case_5066;e8;re15, re18, re12, re3
case_5067;e7;re18, re10, re15, re5
case_5068;e7;re3, re15, re7
case_5069;e3;re12, re13, re14
case_5070;e8;re10, re1
case_5071;e2;re7, re6, re11, re10, re16
case_5072;e4;re16, re19
case_5073;e2;re16, re18
case_5074;e1;re19, re1, re15, re6, re7
case_5075;e8;re8, re5, re13, re12
case_5076;e6;re7, re10, re6
case_5077;e7;re4, re3, re10
case_5078;e3;re14, re6, re9, re7, re5
case_5079;e7;re12, re9, re15, re7, re10
case_5080;e5;re5, re17, re18, re6, re14
case_5081;e5;re12, re9, re3
case_5082;e2;re17, re10
case_5083;e5;re6, re1, re19, re5, re15
case_5084;e5;re8, re18
case_5085;e3;re14, re10, re6
case_5086;e6;re18, re5
case_5087;e2;re10, re19, re4
case_5088;e4;re20, re12, re13, re7
case_5089;e4;re15, re12
case_5090;e3;re19, re16, re18
case_5091;e5;re14, re8, re7, re6, re3
case_5092;e5;re3, re19, re6, re17
case_5093;e2;re8, re14, re4, re9, re1
case_5094;e4;re18, re3, re17
case_5095;e3;re11, re17
case_5096;e7;re11, re3, re14, re15, re6
case_5097;e4;re13, re9
case_5098;e8;re2, re7, re3, re1, re16
case_5099;e7;re10, re3, re7
case_5100;e5;re1, re4, re17, re14
case_5101;e9;re5, re3, re7, re10, re4
case_5102;e6;re18, re1, re11
case_5103;e8;re14, re7, re5, re19, re6
case_5104;e9;re8, re16, re14, re19, re12
case_5105;e3;re20, re9
case_5106;e1;re14, re2, re9, re5, re6
case_5107;e9;re16, re9, re17
case_5108;e9;re19, re16
case_5109;e3;re1, re16, re14, re10, re19
case_5110;e1;re18, re2
case_5111;e1;re4, re14
case_5112;e4;re11, re17, re1
case_5113;e4;re10, re18, re15
case_5114;e7;re9, re6, re3
case_5115;e8;re11, re18, re8
case_5116;e2;re3, re10, re4, re1
case_5117;e6;re4, re19
case_5118;e8;re12, re15, re1, re17
case_5119;e9;re14, re2, re12, re9
case_5120;e7;re18, re6, re19, re16, re10
case_5121;e2;re19, re3, re4
case_5122;e1;re20, re12, re6, re1, re8
case_5123;e8;re9, re14, re6, re18, re5
case_5124;e6;re9, re11, re7
case_5125;e3;re12, re8, re6, re11
case_5126;e3;re15, re3
case_5127;e9;re17, re20
case_5128;e9;re6, re2, re20
case_5129;e1;re13, re18, re20, re4, re3
case_5130;e5;re14, re4, re2, re10
case_5131;e7;re19, re17, re11, re5, re14
case_5132;e3;re16, re14, re12
case_5133;e9;re6, re13
case_5134;e3;re7, re14, re5, re8
case_5135;e2;re15, re19
case_5136;e9;re17, re12, re3, re19, re18
case_5137;e9;re17, re9, re6, re14
case_5138;e2;re3, re2, re4, re5
case_5139;e7;re4, re20, re8
case_5140;e7;re5, re14, re17, re13
case_5141;e7;re13, re18, re20, re6, re9
case_5142;e1;re14, re3
case_5143;e9;re13, re6, re5, re19, re12
case_5144;e2;re12, re2
case_5145;e1;re11, re12, re2, re3
case_5146;e2;re19, re12, re20
case_5147;e3;re2, re15, re14, re5, re3
case_5148;e6;re10, re6, re16
case_5149;e2;re13, re9, re7, re6, re11
case_5150;e8;re9, re5, re20, re15
case_5151;e5;re10, re6, re16, re14
case_5152;e8;re9, re7, re12
case_5153;e5;re20, re5, re13
case_5154;e8;re8, re16, re5, re7, re9
case_5155;e6;re1, re2, re9, re5
case_5156;e3;re12, re7
case_5157;e6;re10, re14
case_5158;e7;re4, re8, re16, re7
case_5159;e8;re14, re12
case_5160;e7;re1, re20
case_5161;e2;re17, re11
case_5162;e5;re18, re15, re19, re3, re9
case_5163;e9;re7, re1, re19
case_5164;e7;re4, re12, re5, re7, re2
case_5165;e8;re20, re12, re7, re5, re1
case_5166;e9;re19, re7
case_5167;e4;re12, re17, re2, re15, re11
case_5168;e1;re13, re6
case_5169;e6;re1, re8, re6, re12, re2
case_5170;e8;re5, re11, re13, re18
case_5171;e3;re1, re19
case_5172;e3;re18, re10, re8, re20, re11
case_5173;e1;re16, re17, re19, re9
case_5174;e2;re17, re1
case_5175;e5;re6, re3, re11, re20
case_5176;e3;re12, re7, re1, re19
case_5177;e7;re18, re20, re5, re15
case_5178;e7;re4, re13
case_5179;e4;re10, re17
case_5180;e6;re2, re10, re12, re11
case_5181;e6;re19, re5, re20, re1
case_5182;e8;re4, re12
case_5183;e5;re16, re19, re13
case_5184;e8;re2, re20, re13, re14
case_5185;e9;re11, re12
case_5186;e2;re5, re18, re12, re15
case_5187;e9;re7, re20, re6
case_5188;e3;re6, re10, re8, re13, re1
case_5189;e1;re14, re17, re20
case_5190;e7;re6, re12, re9, re14
case_5191;e3;re19, re17, re3
case_5192;e5;re9, re4, re6, re11
case_5193;e8;re4, re18, re1, re20, re15
case_5194;e2;re8, re4, re17, re16, re14
case_5195;e5;re7, re4, re2
case_5196;e8;re4, re13, re18
case_5197;e7;re14, re20, re9
case_5198;e2;re6, re19, re5
case_5199;e6;re18, re3, re10, re7
case_5200;e5;re13, re18, re8
case_5201;e1;re4, re16, re13
case_5202;e9;re9, re19, re5
case_5203;e2;re13, re12, re15, re8
case_5204;e1;re2, re8, re5, re12, re11
case_5205;e7;re4, re1, re17
case_5206;e9;re1, re7, re6, re16
case_5207;e1;re3, re1, re5, re19
case_5208;e7;re3, re15
case_5209;e9;re15, re13, re20, re6
case_5210;e9;re8, re16, re1, re13
case_5211;e7;re19, re9, re13, re6, re8
case_5212;e1;re15, re5, re8
case_5213;e8;re7, re9, re11, re13, re1
case_5214;e6;re10, re2, re19, re15
case_5215;e3;re14, re20
case_5216;e2;re12, re11, re14, re7
case_5217;e9;re9, re3, re5, re18, re12
case_5218;e5;re1, re2, re10, re3, re15
case_5219;e9;re17, re2
case_5220;e1;re5, re13
case_5221;e3;re17, re8, re5, re18, re19
case_5222;e6;re17, re4, re19
case_5223;e5;re11, re6, re10, re1
case_5224;e9;re17, re8, re20, re18, re6
case_5225;e8;re10, re20
case_5226;e1;re9, re5, re17, re19
case_5227;e7;re1, re6, re10, re18
case_5228;e1;re13, re2, re18, re11, re7
case_5229;e7;re14, re20, re5
case_5230;e6;re17, re6
case_5231;e5;re20, re15
case_5232;e4;re17, re16, re4
case_5233;e6;re2, re3, re5, re13, re4
case_5234;e3;re5, re19, re12, re16, re9
case_5235;e5;re11, re16
case_5236;e1;re15, re11, re14, re9, re20
case_5237;e5;re16, re9, re14, re15, re19
case_5238;e7;re5, re6, re19, re8, re7
case_5239;e6;re15, re20, re9, re17
case_5240;e9;re7, re6, re3, re17
case_5241;e6;re7, re8
case_5242;e8;re12, re10
case_5243;e2;re4, re16
case_5244;e1;re11, re3, re9, re18, re6
case_5245;e2;re9, re14, re1, re7, re6
case_5246;e3;re7, re6
case_5247;e2;re6, re11, re15, re4, re2
case_5248;e1;re3, re17
case_5249;e1;re15, re17, re1, re2
case_5250;e9;re20, re11, re13, re5, re17
case_5251;e1;re18, re12
case_5252;e6;re18, re2, re5
case_5253;e4;re3, re16, re7
case_5254;e6;re11, re4, re12, re18, re1
case_5255;e6;re18, re12, re10
case_5256;e8;re13, re19, re14, re17
case_5257;e4;re18, re20, re13, re2
case_5258;e8;re2, re13, re9
case_5259;e4;re4, re9, re1, re10
case_5260;e3;re17, re19, re6, re3
case_5261;e4;re8, re16, re5
case_5262;e6;re11, re10
case_5263;e6;re10, re8, re4, re11
case_5264;e2;re16, re5
case_5265;e2;re20, re4
case_5266;e5;re19, re6, re11, re9, re10
case_5267;e6;re7, re4, re18, re13, re20
case_5268;e5;re1, re17, re6
case_5269;e6;re19, re17, re16, re6
case_5270;e1;re8, re20, re10, re14, re17
case_5271;e1;re1, re14
case_5272;e3;re15, re3, re16
case_5273;e3;re8, re11, re13
case_5274;e6;re15, re18, re17, re2
case_5275;e3;re13, re6, re19
case_5276;e5;re18, re8, re12, re10
case_5277;e2;re12, re9
case_5278;e9;re11, re17
case_5279;e3;re16, re10, re9, re2
case_5280;e7;re6, re3, re5
case_5281;e5;re8, re11, re16, re13
case_5282;e3;re7, re13, re8
case_5283;e4;re9, re7, re19, re13, re17
case_5284;e9;re11, re9, re12, re1
case_5285;e2;re16, re3
case_5286;e9;re12, re3
case_5287;e7;re17, re13
case_5288;e5;re5, re13
case_5289;e3;re18, re17, re9
case_5290;e9;re14, re19, re1
case_5291;e4;re19, re9, re3, re15
case_5292;e1;re12, re18, re6, re9
case_5293;e4;re18, re20, re9, re7
case_5294;e6;re11, re18, re16, re17, re1
case_5295;e7;re13, re3, re20, re4, re16
case_5296;e5;re19, re16
case_5297;e2;re3, re4, re15, re13
case_5298;e1;re19, re6, re3
case_5299;e9;re14, re16, re18, re13
case_5300;e1;re20, re18, re11, re3
case_5301;e7;re6, re7, re15, re10, re16
case_5302;e1;re5, re11, re3, re10
case_5303;e9;re2, re5
case_5304;e6;re4, re14, re6, re17
case_5305;e3;re4, re9, re13
case_5306;e7;re5, re15, re10
case_5307;e1;re15, re18, re4, re5, re20
case_5308;e1;re7, re18, re14, re15, re13
case_5309;e6;re7, re1, re12, re19
case_5310;e9;re20, re10, re1
case_5311;e2;re2, re20
case_5312;e4;re9, re6
case_5313;e4;re19, re18, re14, re5
case_5314;e1;re7, re12
case_5315;e2;re2, re13, re10, re11
case_5316;e9;re16, re7, re17, re14
case_5317;e4;re15, re5, re6, re20
case_5318;e6;re20, re7
case_5319;e3;re3, re10, re8, re1
case_5320;e5;re6, re10, re15
case_5321;e5;re10, re16, re8
case_5322;e3;re4, re14, re20, re8, re19
case_5323;e5;re13, re19
case_5324;e8;re14, re15, re12
case_5325;e4;re16, re6, re11
case_5326;e3;re4, re14, re1
case_5327;e6;re4, re5, re17, re7
case_5328;e6;re2, re9, re4, re15, re10
case_5329;e9;re9, re12, re20, re3, re16
case_5330;e8;re5, re2, re7, re3
case_5331;e1;re20, re10, re7, re17
case_5332;e1;re6, re2, re15, re14
case_5333;e9;re6, re3, re11, re14
case_5334;e4;re4, re18, re12, re10, re2
case_5335;e1;re7, re13, re11, re17
case_5336;e4;re8, re1
case_5337;e5;re13, re20, re19
case_5338;e7;re17, re10, re7, re1, re8
case_5339;e3;re9, re3, re11
case_5340;e4;re4, re1, re20, re3
case_5341;e7;re15, re18, re5, re7
case_5342;e1;re15, re6, re8, re16
case_5343;e5;re16, re2, re6, re19
case_5344;e6;re14, re19, re5, re17, re10
case_5345;e7;re12, re20, re17, re8
case_5346;e4;re16, re3, re17, re19
case_5347;e9;re6, re16
case_5348;e9;re7, re17, re1, re10
case_5349;e6;re18, re11, re19, re10, re7
case_5350;e1;re13, re10
case_5351;e5;re9, re7, re12, re13, re10
case_5352;e1;re7, re3, re11, re14
case_5353;e5;re12, re5
case_5354;e9;re16, re10, re9, re5
case_5355;e5;re20, re9
case_5356;e3;re6, re7, re11, re14
case_5357;e5;re9, re11, re15, re2
case_5358;e7;re8, re7, re2, re11
case_5359;e4;re11, re18, re12
case_5360;e7;re7, re10, re11
case_5361;e8;re2, re19, re10
case_5362;e8;re12, re17, re3, re16, re20
case_5363;e9;re6, re2, re1, re17, re4
case_5364;e7;re13, re15
case_5365;e5;re19, re18, re15, re20, re8
case_5366;e4;re2, re18, re3
case_5367;e7;re2, re3, re8, re7, re11
case_5368;e1;re6, re15
case_5369;e7;re10, re8, re18, re4
case_5370;e8;re10, re4, re5, re13
case_5371;e6;re19, re13, re12, re18
case_5372;e9;re3, re20, re8, re15, re5
case_5373;e1;re3, re10, re12, re8, re6
case_5374;e2;re3, re1, re2
case_5375;e7;re19, re8, re5, re16, re13
case_5376;e2;re16, re15, re2, re17
case_5377;e1;re4, re20, re12, re11
case_5378;e5;re3, re17, re10, re19
case_5379;e3;re5, re15, re17, re1
case_5380;e9;re17, re18
case_5381;e8;re4, re7, re16, re8, re11
case_5382;e9;re4, re18
case_5383;e3;re12, re20, re7, re5
case_5384;e1;re7, re12, re11
case_5385;e8;re13, re5, re15
case_5386;e4;re4, re11, re13, re5, re1
case_5387;e2;re4, re15
case_5388;e3;re4, re17, re5
case_5389;e3;re18, re8, re6, re15, re9
case_5390;e7;re8, re3, re6, re14
case_5391;e3;re3, re7, re2, re5, re8
case_5392;e3;re10, re3
case_5393;e9;re15, re11
case_5394;e9;re9, re4, re13
case_5395;e9;re11, re18, re8, re19, re3
case_5396;e6;re10, re2, re16, re12
case_5397;e6;re14, re18, re13
case_5398;e2;re17, re2
case_5399;e9;re19, re3, re11, re1, re5
case_5400;e4;re10, re6
case_5401;e3;re10, re20, re17
case_5402;e9;re9, re20
case_5403;e6;re12, re1
case_5404;e5;re9, re7, re12, re11
case_5405;e9;re19, re8, re20, re9, re17
case_5406;e8;re6, re1
case_5407;e9;re14, re12, re8, re3, re4
case_5408;e3;re18, re16, re8
case_5409;e7;re9, re6, re14
case_5410;e4;re3, re2, re17
case_5411;e2;re10, re17, re8, re11, re12
case_5412;e3;re15, re5, re10, re12
case_5413;e8;re14, re5
case_5414;e6;re14, re3, re17, re10
case_5415;e1;re4, re13, re12, re15, re9
case_5416;e7;re1, re11, re14, re5, re8
case_5417;e8;re19, re20, re18, re7
case_5418;e3;re6, re1, re13
case_5419;e8;re13, re7, re4, re10
case_5420;e2;re1, re7
case_5421;e8;re13, re10, re5, re20, re12
case_5422;e8;re13, re9, re16
case_5423;e7;re14, re9, re6
case_5424;e2;re8, re15, re7
case_5425;e2;re1, re18, re9, re6
case_5426;e7;re15, re17
case_5427;e9;re20, re16, re19, re14
case_5428;e5;re2, re5, re11
case_5429;e7;re10, re4, re1
case_5430;e4;re3, re13, re5, re1, re14
case_5431;e9;re17, re8, re1, re11, re4
case_5432;e3;re14, re10, re16, re9, re20
case_5433;e9;re17, re14, re11
case_5434;e2;re11, re1
case_5435;e9;re4, re11, re15, re18
case_5436;e8;re10, re16, re4, re5
case_5437;e9;re15, re9, re18, re17, re2
case_5438;e9;re18, re15, re4, re14
case_5439;e7;re14, re20, re11, re16
case_5440;e1;re19, re7, re3, re6
case_5441;e5;re7, re3, re20, re11
case_5442;e8;re16, re6, re2, re8
case_5443;e6;re12, re17, re15, re14, re13
case_5444;e5;re1, re16
case_5445;e8;re20, re16, re8, re5, re17
case_5446;e9;re6, re8, re19
case_5447;e8;re19, re10, re18
case_5448;e2;re15, re8, re2, re13, re14
case_5449;e2;re7, re14, re16, re6, re5
case_5450;e9;re12, re17
case_5451;e1;re9, re10, re2, re18
case_5452;e2;re2, re15, re5, re4
case_5453;e1;re5, re14, re6, re16
case_5454;e7;re4, re15, re10, re18
case_5455;e7;re15, re3
case_5456;e4;re19, re6, re9, re14
case_5457;e8;re12, re6, re19
case_5458;e5;re20, re1, re7, re2, re13
case_5459;e8;re10, re8, re19
case_5460;e5;re16, re2, re15, re12
case_5461;e7;re9, re13, re10
case_5462;e8;re15, re18
case_5463;e3;re19, re5, re20, re14, re4
case_5464;e8;re16, re4, re5
case_5465;e2;re15, re7, re11, re2
case_5466;e8;re19, re15, re20
case_5467;e2;re14, re10, re19, re5, re18
case_5468;e2;re13, re10, re15, re18
case_5469;e6;re20, re10, re14, re3
case_5470;e6;re13, re5, re15, re19, re3
case_5471;e5;re14, re19, re16
case_5472;e8;re11, re4
case_5473;e5;re17, re19, re4, re12
case_5474;e8;re6, re3, re13, re12, re18
case_5475;e6;re16, re3, re19, re8, re15
case_5476;e4;re3, re12, re9, re11
case_5477;e5;re4, re12, re17, re8
case_5478;e8;re19, re4, re8
case_5479;e3;re1, re17, re5, re6, re2
case_5480;e1;re19, re11
case_5481;e7;re11, re17, re10, re20, re3
case_5482;e8;re12, re4, re14, re8
case_5483;e4;re1, re19, re8, re13
case_5484;e5;re6, re5
case_5485;e9;re17, re7, re1, re10, re5
case_5486;e4;re4, re5, re7, re18, re19
case_5487;e9;re8, re16, re2, re6, re19
case_5488;e3;re18, re9
case_5489;e9;re4, re19, re8, re3
case_5490;e4;re18, re4, re6, re2
case_5491;e3;re15, re5, re13, re4, re8
case_5492;e3;re17, re6, re14, re3, re5
case_5493;e4;re19, re7
case_5494;e3;re9, re4
case_5495;e2;re15, re2, re9
case_5496;e4;re3, re5
case_5497;e6;re16, re1, re2
case_5498;e2;re18, re14
case_5499;e7;re2, re9
case_5500;e6;re14, re10, re3, re13, re18
case_5501;e1;re11, re10, re14, re8, re2
case_5502;e3;re16, re15, re12, re13
case_5503;e3;re5, re17, re9, re15, re2
case_5504;e1;re15, re10, re14, re13
case_5505;e7;re10, re14, re5
case_5506;e8;re2, re11, re6
case_5507;e1;re17, re11
case_5508;e4;re6, re20, re7
case_5509;e5;re7, re16, re11, re3, re18
case_5510;e6;re20, re13, re7, re10, re4
case_5511;e4;re15, re18
case_5512;e2;re20, re19
case_5513;e8;re5, re8, re2, re11
case_5514;e6;re17, re1, re16
case_5515;e7;re6, re4, re7, re10, re20
case_5516;e6;re10, re3, re2
case_5517;e4;re7, re18
case_5518;e4;re4, re17, re7, re14, re10
case_5519;e4;re1, re13, re2, re3
case_5520;e1;re17, re12, re11
case_5521;e5;re18, re6, re1
case_5522;e5;re4, re16, re5
case_5523;e6;re3, re1, re6, re17, re15
case_5524;e9;re1, re8, re19, re2
case_5525;e3;re14, re1, re11, re18, re13
case_5526;e8;re1, re17
case_5527;e4;re14, re8
case_5528;e9;re13, re5, re16, re2, re7
case_5529;e2;re7, re9
case_5530;e7;re12, re1
case_5531;e7;re5, re7, re14, re12, re4
case_5532;e2;re16, re4, re11, re9
case_5533;e1;re18, re2
case_5534;e7;re12, re15, re13, re3, re2
case_5535;e7;re15, re11, re16, re20
case_5536;e5;re9, re2
case_5537;e3;re6, re12, re18
case_5538;e5;re9, re17
case_5539;e9;re12, re9, re14
case_5540;e3;re16, re5, re17, re12
case_5541;e4;re3, re18, re5
case_5542;e4;re14, re15, re2, re7, re6
case_5543;e8;re19, re16, re13, re17
case_5544;e7;re18, re4, re9, re2, re17
case_5545;e5;re9, re16, re4
case_5546;e4;re7, re3, re6
case_5547;e2;re15, re12, re7
case_5548;e4;re17, re10, re4, re5, re15
case_5549;e7;re1, re14
case_5550;e5;re8, re15, re3, re4
case_5551;e4;re13, re7, re20, re6, re1
case_5552;e5;re11, re7, re8, re12
case_5553;e5;re6, re14, re13
case_5554;e5;re1, re20, re13, re4, re10
case_5555;e3;re12, re3
case_5556;e7;re8, re15, re14, re17
case_5557;e8;re15, re1, re14, re20
case_5558;e1;re19, re12, re7, re14, re16
case_5559;e3;re7, re20, re18, re15
case_5560;e5;re9, re16, re4
case_5561;e1;re10, re20
case_5562;e6;re20, re14
case_5563;e5;re11, re2
case_5564;e9;re18, re14
case_5565;e4;re3, re6, re18, re11, re16
case_5566;e4;re7, re13
case_5567;e7;re14, re5, re10
case_5568;e1;re2, re6
case_5569;e9;re4, re6, re19, re17
case_5570;e8;re5, re12, re1, re13
case_5571;e7;re7, re19, re14
case_5572;e8;re18, re6, re8
case_5573;e4;re9, re16, re13, re5
case_5574;e5;re4, re12, re11
case_5575;e5;re12, re16
case_5576;e8;re11, re9
case_5577;e4;re14, re11
case_5578;e4;re19, re8, re12, re9
case_5579;e3;re16, re9
case_5580;e2;re16, re11, re1, re10, re19
case_5581;e3;re5, re19, re2, re4
case_5582;e7;re18, re3
case_5583;e1;re11, re14, re20
case_5584;e7;re11, re8, re2, re17, re20
case_5585;e4;re9, re3, re2, re10, re19
case_5586;e1;re18, re19, re10, re4, re2
case_5587;e1;re11, re16, re19, re2
case_5588;e8;re19, re20, re9
case_5589;e5;re1, re15, re17, re2
case_5590;e2;re17, re12, re15, re7, re9
case_5591;e8;re13, re15
case_5592;e5;re4, re9, re14
case_5593;e8;re16, re6, re2, re3, re9
case_5594;e5;re12, re3
case_5595;e4;re13, re9
case_5596;e9;re16, re2, re11, re15
case_5597;e9;re2, re15, re8
case_5598;e9;re16, re12, re9, re6, re10
case_5599;e7;re20, re15, re9, re8
case_5600;e1;re17, re3, re8, re14, re1
case_5601;e3;re14, re4
case_5602;e6;re8, re5, re15
case_5603;e1;re14, re16
case_5604;e3;re15, re5, re12, re6, re7
case_5605;e7;re3, re20, re1
case_5606;e4;re19, re1
case_5607;e9;re10, re3, re11, re14, re5
case_5608;e3;re1, re20
case_5609;e2;re15, re4, re6, re12, re14
case_5610;e1;re14, re5, re9
case_5611;e5;re15, re11, re7, re5, re12
case_5612;e9;re2, re1, re18, re9
case_5613;e2;re1, re20, re17, re14
case_5614;e2;re9, re6
case_5615;e1;re17, re18
case_5616;e9;re20, re17, re19, re1
case_5617;e7;re12, re18, re17, re9
case_5618;e9;re17, re10, re18, re19
case_5619;e5;re5, re4
case_5620;e5;re7, re1
case_5621;e3;re8, re18, re7, re15
case_5622;e5;re18, re5
case_5623;e2;re3, re20
case_5624;e9;re1, re12
case_5625;e5;re2, re16
case_5626;e2;re8, re19, re3, re6
case_5627;e8;re19, re8, re10, re15
case_5628;e2;re13, re7, re20, re14, re5
case_5629;e6;re12, re15, re6, re20, re18
case_5630;e7;re13, re1, re8
case_5631;e5;re20, re15, re10, re3
case_5632;e2;re17, re13
case_5633;e8;re11, re2
case_5634;e5;re12, re15, re19, re18
case_5635;e5;re11, re19
case_5636;e8;re4, re6, re19, re8
case_5637;e6;re10, re7, re14, re1, re11
case_5638;e3;re13, re10, re18
case_5639;e4;re16, re17, re6
case_5640;e7;re1, re12, re18, re15
case_5641;e5;re20, re19, re3, re5
case_5642;e1;re8, re9
case_5643;e1;re16, re2, re1, re4, re11
case_5644;e5;re2, re4
case_5645;e1;re13, re1, re5, re16
case_5646;e4;re6, re19, re8, re20
case_5647;e7;re16, re2, re19
case_5648;e1;re15, re4, re18
case_5649;e5;re5, re4, re12
case_5650;e2;re6, re5, re18, re8, re1
case_5651;e8;re9, re18, re7, re14, re8
case_5652;e6;re19, re9
case_5653;e4;re18, re10, re9, re16, re5
case_5654;e5;re7, re12, re1
case_5655;e2;re3, re1
case_5656;e6;re16, re18, re5
case_5657;e5;re15, re2, re1, re4
case_5658;e5;re19, re18, re17, re13
case_5659;e7;re12, re18, re13
case_5660;e7;re13, re8, re5, re18
case_5661;e6;re5, re7
case_5662;e9;re1, re16, re6, re19
case_5663;e8;re17, re9, re19
case_5664;e7;re10, re13, re8
case_5665;e2;re18, re20, re13, re7, re15
case_5666;e9;re10, re20
case_5667;e6;re3, re16, re9, re2, re15
case_5668;e3;re8, re15, re19, re17, re2
case_5669;e1;re5, re17, re9, re1, re6
case_5670;e9;re4, re7
case_5671;e4;re13, re9
case_5672;e6;re18, re3, re19, re13
case_5673;e6;re18, re14
case_5674;e3;re1, re14, re15, re4
case_5675;e5;re1, re9, re17
case_5676;e8;re6, re17
case_5677;e9;re19, re20, re12, re9, re6
case_5678;e4;re20, re16, re9
case_5679;e7;re16, re5
case_5680;e1;re8, re12
case_5681;e8;re16, re13, re7, re5, re19
case_5682;e7;re12, re10, re16
case_5683;e7;re12, re15, re18, re8
case_5684;e1;re7, re16
case_5685;e2;re18, re3, re19, re7, re4
case_5686;e3;re5, re17
case_5687;e6;re4, re10
case_5688;e8;re19, re3, re17
case_5689;e9;re8, re6
case_5690;e5;re13, re10, re7, re1
case_5691;e9;re4, re9
case_5692;e6;re4, re9
case_5693;e2;re19, re14, re1, re8, re6
